pr_number,title,state,created_at,merged_at,closed_at,author,issue_number
1069,Fix publish GitHub Actions workflow,closed,2020-10-12T11:53:45Z,2020-10-12T12:38:14Z,2020-10-12T12:38:14Z,fedorov-xyz,
1068,No ref in card component,closed,2020-10-11T23:37:29Z,2020-10-12T12:58:09Z,2020-10-12T12:58:09Z,riledv,
1066,"[Header] Fix subtitle, indicator and aside props rendering",closed,2020-10-11T13:55:58Z,2020-10-12T10:53:59Z,2020-10-12T10:53:59Z,fedorov-xyz,
1065,"Group ""plain"" and ""card"" modes",closed,2020-10-09T14:04:22Z,2020-10-21T09:44:56Z,2020-10-21T09:44:56Z,danakt,
1060,Add @vkontakte/vkjs,closed,2020-10-06T03:07:15Z,2020-10-13T08:47:09Z,2020-10-13T08:47:09Z,NekR,
1058,VKUI-35: Panel header and nested,closed,2020-10-05T09:46:42Z,2020-10-12T18:47:20Z,2020-10-12T18:47:20Z,urffin,
1056,test,closed,2020-10-02T09:25:11Z,,2020-10-02T09:30:45Z,ArthurStam,
1055,Cell button,closed,2020-10-02T08:21:26Z,2020-10-12T20:15:43Z,2020-10-12T20:15:43Z,ArthurStam,
1054,[ModalPage] Sort platform CSS,closed,2020-10-02T07:01:49Z,2020-10-02T07:05:30Z,2020-10-02T07:05:30Z,fedorov-xyz,
1053,ModalPage: FunctionComponent,closed,2020-10-02T06:35:32Z,2020-10-02T06:40:18Z,2020-10-02T06:40:18Z,fedorov-xyz,
1052,Arrow opacity animation on hover,closed,2020-10-02T06:26:41Z,2020-10-02T07:25:16Z,2020-10-02T07:25:16Z,danakt,
1051,WIP: Fix autocomplete form styles,closed,2020-10-02T05:39:39Z,,2020-11-17T12:34:59Z,danakt,
1050,Disabled fields hover,closed,2020-10-02T04:33:03Z,2020-10-15T09:57:33Z,2020-10-15T09:57:33Z,danakt,
1049,WIP: Modal page/card adaptivity + ViewHeight,closed,2020-10-02T04:05:28Z,,2020-12-19T20:14:14Z,danakt,
1048,"Добавление правил radix, object-shorthand и prefer-const в конфиг eslint",closed,2020-10-01T21:28:49Z,,2021-02-06T07:54:36Z,mikhin,
1046,ModalRoot wrapper component,closed,2020-10-01T14:28:14Z,2020-10-02T06:18:42Z,2020-10-02T06:18:43Z,fedorov-xyz,
1045,[ModalCard] Rename caption prop to subheader,closed,2020-10-01T13:55:19Z,2020-10-02T06:21:15Z,2020-10-02T06:21:15Z,fedorov-xyz,
1044,[ModalCard] Fix types for header and caption props,closed,2020-10-01T13:33:39Z,2020-10-01T13:37:06Z,2020-10-01T13:37:06Z,fedorov-xyz,
1043,[ModalCard] props codestyle,closed,2020-10-01T13:05:41Z,2020-10-01T13:09:29Z,2020-10-01T13:09:29Z,fedorov-xyz,
1042,ModalCard features,closed,2020-10-01T12:40:42Z,2020-10-01T12:54:32Z,2020-10-01T12:54:32Z,fedorov-xyz,
1041,[ModalCard] actions: just ReactNode,closed,2020-10-01T12:08:00Z,2020-10-01T12:42:00Z,2020-10-01T12:42:00Z,fedorov-xyz,
1040,V4 fixes,closed,2020-09-30T13:25:31Z,2020-10-01T10:32:27Z,2020-10-01T10:32:27Z,ArthurStam,
1039,V4 fixes,closed,2020-09-30T13:25:18Z,,2020-09-30T13:25:45Z,ArthurStam,
1037,Support crossplatform build,closed,2020-09-28T22:03:47Z,2020-09-29T06:53:10Z,2020-09-29T06:53:11Z,eolme,
1036,Card: fixed bug with left extra margin,closed,2020-09-28T19:36:59Z,2020-09-29T08:34:17Z,2020-09-29T08:34:17Z,ArthurStam,
1035,Выравнивание текста по центру,closed,2020-09-28T19:12:34Z,,2021-07-15T09:14:39Z,AdvTechnoKing,
1034,Fix modal blurring,closed,2020-09-28T12:39:25Z,2020-09-28T13:50:58Z,2020-09-28T13:50:58Z,danakt,
1032,#1030 vkcom before element display block,closed,2020-09-27T15:03:44Z,2020-09-29T09:13:45Z,2020-09-29T09:13:45Z,urffin,
1031,fix position icon for windows,closed,2020-09-27T11:55:37Z,2020-09-27T13:34:19Z,2020-09-27T13:34:19Z,urffin,
1028,"remove border, sizeY=compact для ActionSheetDropdownDesktop",closed,2020-09-24T13:09:40Z,2020-09-24T20:29:13Z,2020-09-24T20:29:13Z,urffin,
1027,"Add sizeY=compact, vkcom platform for Switch",closed,2020-09-21T12:42:07Z,2020-09-22T07:51:02Z,2020-09-22T07:51:02Z,urffin,
1023,set containerWidth onStart,closed,2020-09-18T17:56:37Z,2020-09-29T06:50:18Z,2020-09-29T06:50:18Z,urffin,
1022,Forms,closed,2020-09-17T08:52:43Z,2020-09-25T08:10:54Z,2020-09-25T08:10:54Z,ArthurStam,858
1021,Замена селекторов тегов на селекторы классов,closed,2020-09-16T20:09:08Z,2020-09-30T18:08:34Z,2020-09-30T18:08:34Z,mikhin,
1020,VKUI: SizeY=compact and vkcom platform for ActionSheet,closed,2020-09-16T15:15:35Z,2020-09-23T17:05:44Z,2020-09-23T17:05:44Z,urffin,
1019,replace margin centering to transform-translate,closed,2020-09-15T14:38:09Z,2020-09-15T15:54:51Z,2020-09-15T15:54:51Z,urffin,
1018,Select icon position for sizeY=compact,closed,2020-09-15T10:05:27Z,2020-09-15T10:12:17Z,2020-09-15T10:12:17Z,urffin,
1017,VKUI-32: fallback vkcom platform to android ,closed,2020-09-14T13:36:30Z,2020-09-15T09:32:40Z,2020-09-15T09:32:40Z,urffin,
1016,doc: supported vkcom platform,closed,2020-09-14T12:57:44Z,2020-09-14T13:10:46Z,2020-09-14T13:10:46Z,ArthurStam,
1015,fix chip,closed,2020-09-14T09:32:31Z,2020-09-14T10:57:33Z,2020-09-14T10:57:33Z,nickbullock,
1010,Add sort for generated scheme tokens,closed,2020-09-11T08:32:31Z,2020-09-11T08:43:34Z,2020-09-11T08:43:34Z,fedorov-xyz,
1009,[PromoBanner] Design fixes (closes #785),closed,2020-09-11T07:44:25Z,2020-09-11T08:11:18Z,2020-09-11T08:11:18Z,fedorov-xyz,
1008,[Placeholder] Remove unnecessary background (closes #967),closed,2020-09-11T07:19:20Z,2020-09-11T08:11:08Z,2020-09-11T08:11:08Z,fedorov-xyz,
1007,Update color schemes,closed,2020-09-11T07:06:01Z,2020-09-11T08:11:03Z,2020-09-11T08:11:03Z,fedorov-xyz,
1006,Update babel deps,closed,2020-09-11T06:55:22Z,2020-09-11T08:10:51Z,2020-09-11T08:10:51Z,fedorov-xyz,
1005,[Banner] Dismiss icon z-index fix,closed,2020-09-11T06:48:58Z,2020-09-11T08:10:40Z,2020-09-11T08:10:40Z,fedorov-xyz,
1004,Bump http-proxy from 1.18.0 to 1.18.1,closed,2020-09-10T13:27:14Z,2020-09-28T17:18:27Z,2020-09-28T17:18:27Z,dependabot[bot],
1003,Cell fixes,closed,2020-09-10T10:18:05Z,2020-09-10T10:23:50Z,2020-09-10T10:23:50Z,ArthurStam,
1001,VKUI-30: убрать border-radius для Tappable в compact режиме,closed,2020-09-10T01:16:43Z,2020-09-11T15:08:25Z,2020-09-11T15:08:25Z,urffin,
1000,VKUI-29: неправильный расчет позиции слайдера ,closed,2020-09-10T00:36:50Z,2020-09-10T12:03:45Z,2020-09-10T12:03:45Z,urffin,
999,[Search] Fix unclickable zone on IOS ,closed,2020-09-05T06:39:08Z,,2021-07-15T09:16:49Z,TheYTR,
998,Bump markdown-to-jsx from 6.11.0 to 6.11.4,closed,2020-09-04T03:35:47Z,2020-09-28T17:18:49Z,2020-09-28T17:18:49Z,dependabot[bot],
996,moved yarn build to prepare script,closed,2020-09-02T17:40:24Z,2020-09-02T17:50:02Z,2020-09-02T17:50:02Z,ArthurStam,
995,creating styleguide on pr,closed,2020-09-02T15:44:42Z,2020-09-02T15:51:00Z,2020-09-02T15:51:00Z,ArthurStam,
994,Fix Tappable hover,closed,2020-09-02T15:39:54Z,2020-09-02T15:41:06Z,2020-09-02T15:41:06Z,fedorov-xyz,
992,add creation of custom event to view,closed,2020-09-02T13:37:07Z,2020-09-04T09:19:17Z,2020-09-04T09:19:17Z,kurasixo,
991,add custom event polyfill,closed,2020-09-02T13:10:12Z,,2020-09-02T13:33:47Z,kurasixo,
990,[CustomSelect] Support disabled and className props,closed,2020-09-01T10:03:52Z,2020-09-01T10:24:32Z,2020-09-01T10:24:32Z,fedorov-xyz,
989,Fix PromoBanner example,closed,2020-08-31T17:36:01Z,2020-09-10T13:11:49Z,2020-09-10T13:11:49Z,SevereCloud,
988,"VKUI-18: fix constants after design review: hover offset, animation duration",closed,2020-08-31T15:02:51Z,2020-08-31T15:07:16Z,2020-08-31T15:07:16Z,urffin,
987,VKUI-18: improve scrolling logic,closed,2020-08-31T04:56:01Z,2020-08-31T11:21:32Z,2020-08-31T11:21:32Z,urffin,
986,VKUI-18: cardscroll animation scroll for safari,closed,2020-08-30T10:40:47Z,2020-08-30T16:55:48Z,2020-08-30T16:55:48Z,urffin,
984,added publish workflow,closed,2020-08-28T13:37:55Z,2020-09-01T14:41:43Z,2020-09-01T14:41:43Z,ArthurStam,
983,Компонент ChipsSelect + unstable dir,closed,2020-08-27T20:59:28Z,2020-10-21T16:58:07Z,2020-10-21T16:58:07Z,korambo,
982,[Select] Fix cyclic componentDidUpdate,closed,2020-08-27T19:53:24Z,2020-08-27T20:07:37Z,2020-08-27T20:07:37Z,fedorov-xyz,
979,lib/touch: fixed spell error,closed,2020-08-25T18:43:35Z,2020-09-11T06:56:18Z,2020-09-11T06:56:18Z,SevereCloud,
978,VKUI fix radio icon for android platform,closed,2020-08-25T14:56:03Z,2020-08-30T23:42:57Z,2020-08-30T23:42:57Z,urffin,
977,ActionSheetDropdownDesktop.tsx: window fallback,closed,2020-08-24T19:45:30Z,2020-08-24T19:49:20Z,2020-08-24T19:49:20Z,ArthurStam,
976,Implement SideEffect component,closed,2020-08-24T15:05:44Z,,2020-08-24T22:02:08Z,eolme-fallback,
974,[UsersStack] Masks fix,closed,2020-08-24T13:02:43Z,2020-08-24T13:07:10Z,2020-08-24T13:07:10Z,fedorov-xyz,
973,Export all available icons to window,closed,2020-08-24T10:20:24Z,2020-08-24T12:34:47Z,2020-08-24T12:34:47Z,fedorov-xyz,
970,"VKUI: fix tappable hover for ios, vkcom",closed,2020-08-21T11:02:57Z,2020-08-21T12:32:53Z,2020-08-21T12:32:53Z,urffin,
968,"VKUI-24: button sizeY=compact, platform=vkcom",closed,2020-08-21T01:55:26Z,2020-08-24T16:10:29Z,2020-08-24T16:10:29Z,urffin,
966,Adaptivity styleguide,closed,2020-08-20T18:20:38Z,2020-08-21T08:28:47Z,2020-08-21T08:28:47Z,ArthurStam,
965,Better HOCs,closed,2020-08-20T18:11:36Z,,2020-09-28T20:12:39Z,eolme-fallback,
964,Prevent overscroll propagation,closed,2020-08-20T17:57:19Z,,2022-12-20T06:26:58Z,eolme-fallback,
963,Fix Panel background on desktop,closed,2020-08-20T17:38:37Z,,2020-08-23T22:39:29Z,eolme-fallback,
962,Fix mouse detection on Android devices,closed,2020-08-20T17:30:52Z,,2020-08-20T18:34:31Z,eolme-fallback,
960,[PullToRefresh] Add VKWebAppTapticImpactOccurred call on refresh,closed,2020-08-19T18:18:49Z,2020-08-19T18:21:27Z,2020-08-19T18:21:27Z,fedorov-xyz,
959,Fix issue with z-index gray line,closed,2020-08-19T11:15:36Z,2020-08-19T11:45:17Z,2020-08-19T11:45:17Z,urffin,
957,"fixed zero customSelectIndex, fixed styles",closed,2020-08-19T07:18:10Z,2020-08-19T08:13:15Z,2020-08-19T08:13:16Z,ArthurStam,
955,VKUI-18: mouse scroll for GridScroll,closed,2020-08-18T19:15:54Z,2020-08-19T18:32:18Z,2020-08-19T18:32:18Z,urffin,
954,Legacy context,closed,2020-08-18T18:49:12Z,2020-08-19T18:08:32Z,2020-08-19T18:08:32Z,ArthurStam,
953,V4 fixes,closed,2020-08-17T17:40:47Z,2020-08-18T16:06:01Z,2020-08-18T16:06:01Z,ArthurStam,924
952,Fix slider for desktop,closed,2020-08-16T23:13:30Z,2020-08-17T10:13:56Z,2020-08-17T10:13:56Z,urffin,
950,fix ChipsInput types and styles,closed,2020-08-14T11:17:11Z,2020-08-14T11:19:31Z,2020-08-14T11:19:31Z,nickbullock,
948,fix import path for platform,closed,2020-08-12T09:03:03Z,2020-08-12T10:07:29Z,2020-08-12T10:07:29Z,urffin,
946,Fix document.body access before DOM is ready,closed,2020-08-11T18:46:48Z,2020-08-12T12:47:52Z,2020-08-12T12:47:52Z,fedorov-xyz,
945,VKUI-20: add platform in config provider,closed,2020-08-11T14:18:10Z,2020-08-12T01:43:15Z,2020-08-12T01:43:15Z,urffin,
942,add onChangeModalPageHeight,closed,2020-08-10T11:26:07Z,,2020-08-10T13:08:36Z,nocell,
941,Bump prismjs from 1.19.0 to 1.21.0,closed,2020-08-07T23:33:59Z,2020-09-28T17:19:41Z,2020-09-28T17:19:41Z,dependabot[bot],
939,[MiniInfoCell] Add textLevel prop and improve docs example,closed,2020-08-04T17:21:02Z,2020-08-04T18:01:53Z,2020-08-04T18:01:53Z,fedorov-xyz,
937,VKIU-12: Перевод основных компонентов на тему vk.com,closed,2020-08-03T12:37:36Z,2020-08-11T13:42:24Z,2020-08-11T13:42:24Z,urffin,
936,add passing of form status to Select and Datepicker components,closed,2020-08-02T21:08:23Z,2020-08-02T21:09:40Z,2020-08-02T21:09:40Z,lekzd,
934,Remove overflow on fixed splitcol,closed,2020-08-01T15:33:10Z,2020-08-01T15:33:58Z,2020-08-01T15:33:58Z,NekR,
932,add optional prop for Select and Datepicker to control popup open direction,closed,2020-07-31T14:17:08Z,2020-08-01T13:46:29Z,2020-08-01T13:46:29Z,lekzd,
931,Fix desktop modal max height on small height screens,closed,2020-07-30T14:05:43Z,2020-07-30T14:10:42Z,2020-07-30T14:10:42Z,NekR,
930,Bump elliptic from 6.5.2 to 6.5.3,closed,2020-07-30T08:08:33Z,2020-09-28T17:20:08Z,2020-09-28T17:20:08Z,dependabot[bot],
929,Update @vkontakte/eslint-config to 2.5.0 and fix error in Checkbox,closed,2020-07-30T07:00:41Z,2020-07-30T08:06:52Z,2020-07-30T08:06:52Z,fedorov-xyz,
926,fix custom select status prop passing,closed,2020-07-29T13:02:03Z,,2020-08-05T12:52:33Z,nickbullock,
925,[MiniInfoCell] Add textWrap prop,closed,2020-07-28T13:05:33Z,2020-07-28T13:19:14Z,2020-07-28T13:19:14Z,fedorov-xyz,
923,[ModalRoot] Some improvements,closed,2020-07-27T14:03:17Z,2020-07-27T14:06:36Z,2020-07-27T14:06:36Z,fedorov-xyz,
921,"Gradient: hide style prop, removed duplicate interface.",closed,2020-07-24T13:48:02Z,2020-08-18T09:44:58Z,2020-08-18T09:44:58Z,daniil-kaverzin,
920,Gradient refactoring,closed,2020-07-24T13:08:21Z,,2020-07-24T13:36:55Z,daniil-kaverzin,
919,add multi input component,closed,2020-07-24T12:19:59Z,2020-08-05T16:06:03Z,2020-08-05T16:06:03Z,nickbullock,
918,Disable wrapping in TabbarItem,closed,2020-07-23T19:39:42Z,,2021-02-03T08:18:17Z,mainsmirnov,
917,Modals fixes and improvements,closed,2020-07-23T19:33:02Z,2020-07-24T09:41:06Z,2020-07-24T09:41:06Z,fedorov-xyz,
916,Fix desktop modals,closed,2020-07-23T18:47:28Z,2020-07-24T08:40:34Z,2020-07-24T08:40:34Z,fedorov-xyz,
915,[Avatar] Add size 96,closed,2020-07-23T15:11:37Z,2020-07-23T15:13:14Z,2020-07-23T15:13:15Z,fedorov-xyz,
914,[MiniInfoCell] Fix active style #909,closed,2020-07-23T14:49:54Z,2020-07-23T14:59:32Z,2020-07-23T14:59:32Z,fedorov-xyz,
913,VKUI-5: Поддержка sizeY=COMPACT,closed,2020-07-23T14:12:11Z,2020-08-10T11:50:04Z,2020-08-10T11:50:04Z,urffin,
912,Update Readme for Caption,closed,2020-07-23T11:09:04Z,2020-07-23T12:43:11Z,2020-07-23T12:43:11Z,SevereCloud,
911,Up autoprefixer version,closed,2020-07-23T11:05:14Z,2020-07-23T11:17:21Z,2020-07-23T11:17:21Z,fedorov-xyz,
910,Fixed documentation in v4,closed,2020-07-23T10:23:53Z,2020-07-23T12:44:16Z,2020-07-23T12:44:16Z,mainsmirnov,
905,Fixed spaces in Read.me component Footer,closed,2020-07-22T09:32:35Z,2020-07-22T17:34:00Z,2020-07-22T17:34:00Z,mainsmirnov,
904,Fix spaces,closed,2020-07-22T09:25:50Z,,2020-07-22T09:26:02Z,mainsmirnov,
902,remove scroll view focus ability to fix custom select in Firefox focus ring,closed,2020-07-21T12:38:06Z,2020-07-21T13:00:50Z,2020-07-21T13:00:50Z,lekzd,
901,Added styles for disable wrapping in TabbarItem,closed,2020-07-21T12:12:51Z,,2020-07-23T18:01:18Z,mainsmirnov,
898,refactor code duplication (setting refs),closed,2020-07-20T08:32:32Z,2020-07-21T10:34:41Z,2020-07-21T10:34:41Z,nickbullock,
897,Концепт фикса скачущего FixedLayout при переходах,closed,2020-07-19T20:50:26Z,,2020-12-28T06:55:34Z,b-ponomarenko,
895,Fix AdaptivityProvider not updating children props,closed,2020-07-19T05:54:18Z,2020-07-20T12:10:59Z,2020-07-20T12:10:59Z,NekR,
893,Bump lodash from 4.17.15 to 4.17.19,closed,2020-07-18T07:18:34Z,2020-07-23T14:11:17Z,2020-07-23T14:11:17Z,dependabot[bot],
891,V4 issues,closed,2020-07-16T09:22:49Z,2020-07-21T15:44:31Z,2020-07-21T15:44:31Z,ArthurStam,788
890,Add missing 'className',closed,2020-07-15T19:45:13Z,2020-07-16T08:05:28Z,2020-07-16T08:05:28Z,eolme,
887,fixed select ref,closed,2020-07-15T14:29:18Z,2020-07-19T06:10:00Z,2020-07-19T06:10:00Z,nickbullock,
882,InformationCell component,closed,2020-07-13T18:53:34Z,2020-07-14T16:37:27Z,2020-07-14T16:37:27Z,fedorov-xyz,
881,Issues,closed,2020-07-13T01:41:14Z,2020-07-13T10:18:42Z,2020-07-13T10:18:42Z,ArthurStam,732
875,Fix PromoBanner options,closed,2020-07-10T22:32:12Z,2020-07-13T10:18:27Z,2020-07-13T10:18:28Z,danakt,874
869,[Epic] Fixed title noti -> clips,closed,2020-07-08T21:51:39Z,2020-07-09T08:38:57Z,2020-07-09T08:38:57Z,mainsmirnov,
868,Fixed old title and change tab,closed,2020-07-08T20:13:25Z,2020-07-08T20:55:07Z,2020-07-08T20:55:07Z,mainsmirnov,
867,Fixed constant Icon28UserCircleOutline in styleguide,closed,2020-07-08T19:53:50Z,2020-07-08T20:02:09Z,2020-07-08T20:02:09Z,mainsmirnov,866
865,Update README.md,closed,2020-07-08T17:07:54Z,2020-07-13T10:18:57Z,2020-07-13T10:18:58Z,ArthurStam,861
864,Add platform support alert,closed,2020-07-08T16:28:08Z,,2020-07-08T17:08:38Z,eolme,
860,Added optional size prop for PanelSpinner,closed,2020-07-08T13:43:46Z,2020-07-09T10:23:14Z,2020-07-09T10:23:14Z,Sozonov,
856,fix test command on windows,closed,2020-07-06T12:10:30Z,2020-07-06T13:15:10Z,2020-07-06T13:15:10Z,danyadev,
854,Snackbar: fixed padding in Modal,closed,2020-07-05T20:55:52Z,2020-07-06T18:07:56Z,2020-07-06T18:07:56Z,ArthurStam,819
853,"Tabs: fixed z-index for FixedLayout vertical=""bottom""",closed,2020-07-05T13:10:41Z,2020-07-06T18:08:07Z,2020-07-06T18:08:07Z,ArthurStam,831
852,Tabbar item fixes,closed,2020-07-05T11:20:42Z,2020-07-06T18:08:20Z,2020-07-06T18:08:20Z,ArthurStam,781
851,Allow undefined and null in classNames ObjectClassNames type,closed,2020-07-03T11:21:26Z,2020-07-03T12:46:43Z,2020-07-03T12:46:43Z,fedorov-xyz,
850,Banner: fixed dismiss button for android,closed,2020-07-02T19:25:27Z,2020-07-02T19:43:02Z,2020-07-02T19:43:03Z,ArthurStam,846
849,Tabs: draw default style if platform is android and mode is segmented,closed,2020-07-02T19:03:50Z,2020-07-02T19:37:29Z,2020-07-02T19:37:29Z,ArthurStam,847
848,Tooltip: added mode property and supported light version,closed,2020-07-02T18:56:52Z,2020-07-02T19:04:04Z,2020-07-02T19:04:04Z,ArthurStam,840
845,Use React.RefCallback instead of custom OldRef type,closed,2020-07-01T12:03:14Z,2020-07-01T15:44:45Z,2020-07-01T15:44:45Z,fedorov-xyz,
844,[UsersStack] Remove clip-path usage on iOS < 12,closed,2020-06-30T19:20:01Z,2020-07-01T19:18:35Z,2020-07-01T19:18:35Z,fedorov-xyz,
836,Update release script,closed,2020-06-25T11:41:18Z,2020-06-25T11:51:51Z,2020-06-25T11:51:51Z,NekR,
834,ViewMode -> ViewWidth,closed,2020-06-25T06:32:55Z,2020-06-25T16:12:15Z,2020-06-25T16:12:15Z,NekR,
833,CustomScrollView for CustomSelect,closed,2020-06-25T05:47:02Z,2020-06-25T16:12:30Z,2020-06-25T16:12:30Z,NekR,
830,Feat native or css scrollbar for CustomSelect component,closed,2020-06-22T16:57:00Z,2020-06-24T14:03:16Z,2020-06-24T14:03:16Z,lekzd,
829,fix CuastomSelect search input error connected with throttling side-effect,closed,2020-06-22T10:00:16Z,2020-06-22T10:44:53Z,2020-06-22T10:44:53Z,lekzd,
825,Link: small refactoring and css fixes for button mode,closed,2020-06-17T14:10:12Z,2020-06-17T14:48:37Z,2020-06-17T14:48:37Z,ArthurStam,
823,Fixed black screen after ios swipe back,closed,2020-06-16T18:10:41Z,2020-06-16T18:32:03Z,2020-06-16T18:32:03Z,ArthurStam,
820,SimpleCell: fixed IconButton margin for ios,closed,2020-06-15T17:54:01Z,2020-06-15T17:55:47Z,2020-06-15T17:55:47Z,ArthurStam,
818,Fix Link component prop types,closed,2020-06-15T07:11:44Z,2020-06-15T07:19:59Z,2020-06-15T07:19:59Z,fix-fix,
814,fix: paddings in ModalPage and font weight in ModalPageHeader,closed,2020-06-11T15:15:34Z,,2020-06-20T04:01:29Z,lekzd,
813,[Banner] Fix docs,closed,2020-06-11T10:33:32Z,2020-06-11T10:35:06Z,2020-06-11T10:35:06Z,fedorov-xyz,
812,[InfoRow] Fix header style,closed,2020-06-11T09:29:08Z,2020-06-11T10:28:11Z,2020-06-11T10:28:11Z,fedorov-xyz,
811,SAK-1291: fix action sheet styles,closed,2020-06-10T10:00:42Z,2020-06-10T10:02:44Z,2020-06-10T10:02:45Z,Thisman,
808,[Banner] Fix subheader color,closed,2020-06-08T15:39:09Z,2020-06-11T10:27:42Z,2020-06-11T10:27:42Z,fedorov-xyz,
807,[Banner] Fix overlay_primary buttons in actions,closed,2020-06-08T14:34:13Z,2020-06-08T15:10:15Z,2020-06-08T15:10:15Z,fedorov-xyz,
803,Readme.md: updated issues link,closed,2020-06-05T18:14:35Z,2020-06-05T18:47:49Z,2020-06-05T18:47:49Z,ArthurStam,
802,Update issue templates,closed,2020-06-05T18:07:55Z,2020-06-05T18:14:09Z,2020-06-05T18:14:09Z,ArthurStam,
801,Bump websocket-extensions from 0.1.3 to 0.1.4,closed,2020-06-05T16:29:31Z,2020-06-05T18:05:06Z,2020-06-05T18:05:07Z,dependabot[bot],
800,Global header right for splitCol,closed,2020-06-05T15:24:29Z,,2020-06-05T15:47:17Z,NekR,
799,desktop modal close on click and esc,closed,2020-06-05T12:05:46Z,2020-06-05T12:08:06Z,2020-06-05T12:08:06Z,renataclover,
798,Safe area egde typo fix,closed,2020-06-05T10:45:50Z,2020-06-05T11:54:35Z,2020-06-05T11:54:35Z,renataclover,
797,Update issue templates,closed,2020-06-05T10:27:31Z,2020-06-05T10:32:36Z,2020-06-05T10:32:36Z,ArthurStam,
794,Removed JS insets style logic,closed,2020-06-04T20:55:59Z,2020-06-08T15:02:26Z,2020-06-08T15:02:26Z,ArthurStam,
793,insets: setting vk bridge insets only if more than 0,closed,2020-06-04T20:43:35Z,2020-06-04T20:50:21Z,2020-06-04T20:50:21Z,ArthurStam,
791,Smart insets,closed,2020-06-04T18:01:38Z,2020-06-04T18:05:25Z,2020-06-04T18:05:26Z,ArthurStam,
789,safe area 0 for an old edge,closed,2020-06-04T13:54:48Z,2020-06-04T14:32:01Z,2020-06-04T14:32:01Z,renataclover,
787,Astolear/v4 updates,closed,2020-06-04T13:23:27Z,2020-06-20T04:01:23Z,2020-06-20T04:01:23Z,NekR,
786,Astolear/v4 updates,closed,2020-06-04T13:22:24Z,,2020-06-04T13:22:54Z,NekR,
784,Promo banner fixes,closed,2020-06-04T09:18:48Z,2020-06-04T09:22:02Z,2020-06-04T09:22:02Z,ArthurStam,775
783,Added links to Figma,closed,2020-06-04T09:02:14Z,2020-06-04T09:22:16Z,2020-06-04T09:22:17Z,ArthurStam,782
780,Fix action sheet for iOS,closed,2020-06-03T11:33:21Z,2020-06-03T22:35:50Z,2020-06-03T22:35:50Z,renataclover,
778,"SimpleCell, IconButton: fixed button position in cell",closed,2020-06-03T10:18:59Z,2020-06-03T10:38:33Z,2020-06-03T10:38:33Z,ArthurStam,
776,SAK-1176: styles for desktop action sheet,closed,2020-06-02T17:47:28Z,2020-06-04T10:25:29Z,2020-06-04T10:25:29Z,Thisman,
773,tabindex for slider switch,closed,2020-06-02T11:34:57Z,,2020-06-20T04:01:29Z,renataclover,
772,fix datepicker focus on tab,closed,2020-06-02T11:15:20Z,,2020-06-20T04:01:29Z,renataclover,
771,SAK-1153: add styles for desktop Alert,closed,2020-06-01T15:56:10Z,2020-06-01T16:09:39Z,2020-06-01T16:09:39Z,Thisman,
770,fix styleguide,closed,2020-06-01T10:45:35Z,2020-06-01T14:50:20Z,2020-06-01T14:50:20Z,renataclover,
766,[Avatar] shadow prop,closed,2020-05-29T15:49:12Z,2020-05-29T15:50:42Z,2020-05-29T15:50:42Z,fedorov-xyz,
764,fix animated waves overflow in Safari,closed,2020-05-29T13:08:19Z,2020-06-02T08:17:43Z,2020-06-02T08:17:43Z,lekzd,
763,fix animated waves overflow in Safari,closed,2020-05-29T12:52:24Z,2020-07-23T14:26:05Z,2020-07-23T14:26:05Z,lekzd,
762,SAK-1092: desktop view for Snackbar,closed,2020-05-27T18:21:42Z,2020-06-03T02:45:06Z,2020-06-03T02:45:06Z,Thisman,
761,Cell hover fixes,closed,2020-05-27T14:14:56Z,2020-05-27T14:38:08Z,2020-05-27T14:38:08Z,ArthurStam,
760,select chevron right adjustment and remove unnecessary mobileViewPlaceholder,closed,2020-05-27T09:46:53Z,2020-05-27T13:23:48Z,2020-05-27T13:23:48Z,renataclover,
759,empty slider switch and datepicker,closed,2020-05-26T17:38:11Z,2020-05-26T17:39:16Z,2020-05-26T17:39:16Z,renataclover,
758,Slider switch without defaultValue + Placehoder for Datepicker,closed,2020-05-26T17:08:55Z,,2020-05-26T17:36:42Z,renataclover,
757,Select more fixes,closed,2020-05-26T15:22:08Z,2020-05-26T15:24:11Z,2020-05-26T15:24:11Z,renataclover,
756,Supported margins for Separator in Group__inner,closed,2020-05-26T15:08:55Z,2020-05-26T17:04:48Z,2020-05-26T17:04:48Z,ArthurStam,
755,[Tabs] Fix font-family in PanelHeader (Resolves #748),closed,2020-05-26T14:08:58Z,2020-05-26T14:27:48Z,2020-05-26T14:27:48Z,fedorov-xyz,
754,[PanelHeaderContent] Fix status color,closed,2020-05-26T14:00:22Z,2020-05-26T14:27:12Z,2020-05-26T14:27:12Z,fedorov-xyz,
749,[Avatar] Fix shadow width (Fixes #739),closed,2020-05-25T18:42:36Z,2020-07-10T15:45:51Z,2020-07-10T15:45:52Z,fedorov-xyz,
746,[PanelHeaderContent] Fix status text overflow (Fixes #735),closed,2020-05-25T18:26:10Z,2020-05-25T18:29:17Z,2020-05-25T18:29:17Z,fedorov-xyz,
745,Add ModalRootContext export (Fix #744),closed,2020-05-25T17:45:16Z,2020-05-25T17:47:34Z,2020-05-25T17:47:34Z,fedorov-xyz,
